date,branch,new_customers,active_customers,avg_credit_score,loan_default_rate_percent,customer_churn_rate_percent
2024-05-17,Ahmedabad,575,88973,691.0,2.15,2.08
2024-05-17,Kolkata,1236,88567,715.0,4.01,1.9
2024-05-17,Jaipur,1599,88738,686.0,2.25,1.69
2024-05-17,Surat,674,88802,735.0,2.14,0.72
2024-05-18,Mumbai,1008,88265,754.0,2.26,1.82
2024-05-18,Delhi,1227,88809,728.0,2.5,0.83
2024-05-18,Bangalore,1754,90114,739.0,2.12,0.59
2024-05-18,Chennai,1821,90339,738.0,2.65,1.85
2024-05-18,Pune,1318,89513,728.0,1.99,2.43
2024-05-18,Hyderabad,1179,88565,732.0,2.66,2.43
2024-05-18,Ahmedabad,1381,89373,720.0,3.66,0.71
2024-05-18,Kolkata,701,89194,729.0,1.78,1.02
2024-05-18,Jaipur,1545,89026,727.0,2.03,1.99
2024-05-18,Surat,1642,89258,743.0,2.64,1.66
2024-05-19,Mumbai,1678,90191,719.0,2.86,0.94
2024-05-19,Delhi,1266,90353,754.0,2.89,1.28
2024-05-19,Bangalore,1891,90809,718.0,1.89,1.68
2024-05-19,Chennai,1524,91669,712.0,2.05,0.8
2024-05-19,Pune,550,90899,740.0,2.74,1.47
2024-05-19,Hyderabad,1105,90840,719.0,3.09,1.33
2024-05-19,Ahmedabad,675,90878,709.0,3.02,0.73
2024-05-19,Kolkata,1995,92245,704.0,2.59,0.78
2024-05-19,Jaipur,1138,92337,718.0,3.95,1.19
2024-05-19,Surat,923,91874,711.0,1.85,1.54
2024-05-20,Mumbai,1213,91831,740.0,1.65,1.45
2024-05-20,Delhi,1397,91502,733.0,4.16,1.94
2024-05-20,Bangalore,1426,91947,727.0,2.26,1.14
2024-05-20,Chennai,1114,92566,766.0,2.62,0.59
2024-05-20,Pune,1955,93927,743.0,2.13,0.73
2024-05-20,Hyderabad,1202,93494,757.0,4.36,1.8
2024-05-20,Ahmedabad,1886,93496,707.0,3.95,2.1
2024-05-20,Kolkata,999,93105,748.0,2.14,1.53
2024-05-20,Jaipur,1630,94041,733.0,3.18,0.82
2024-05-20,Surat,1646,94485,707.0,3.17,1.35
2024-05-21,Mumbai,1446,95109,700.0,2.55,0.96
2024-05-21,Delhi,1329,94822,724.0,3.22,1.76
2024-05-21,Bangalore,881,94051,721.0,3.17,1.78
2024-05-21,Chennai,1385,94281,687.0,4.33,1.29
2024-05-21,Pune,1757,93976,713.0,4.44,2.27
2024-05-21,Hyderabad,1420,93874,689.0,2.06,1.68
2024-05-21,Ahmedabad,1296,94748,708.0,4.05,0.51
2024-05-21,Kolkata,939,94863,730.0,2.96,0.91
2024-05-21,Jaipur,1941,94878,743.0,3.66,2.12
2024-05-21,Surat,628,93963,742.0,1.8,1.65
2024-05-22,Mumbai,1599,94836,701.0,2.47,0.87
2024-05-22,Delhi,1167,95206,695.0,3.53,0.89
2024-05-22,Bangalore,733,94995,694.0,2.18,1.02
2024-05-22,Chennai,1502,95084,722.0,1.79,1.56
2024-05-22,Pune,1808,95898,766.0,3.24,1.13
2024-05-22,Hyderabad,1295,95597,700.0,4.39,1.72
2024-05-22,Ahmedabad,1702,96676,740.0,3.67,0.73
2024-05-22,Kolkata,1220,95830,704.0,1.68,2.19
2024-05-22,Jaipur,1764,96860,691.0,3.96,0.85
2024-05-22,Surat,1879,96968,684.0,2.99,1.91
2024-05-23,Mumbai,1109,95886,713.0,2.86,2.34
2024-05-23,Delhi,1708,97026,716.0,4.06,0.67
2024-05-23,Bangalore,774,96741,736.0,2.6,1.13
2024-05-23,Chennai,988,96697,773.0,1.69,1.11
2024-05-23,Pune,874,96404,728.0,4.29,1.25
2024-05-23,Hyderabad,789,95761,750.0,2.8,1.52
2024-05-23,Ahmedabad,1356,95554,727.0,1.92,1.69
2024-05-23,Kolkata,1677,96092,719.0,2.26,1.27
2024-05-23,Jaipur,880,95595,781.0,3.15,1.47
2024-05-23,Surat,1600,95460,689.0,2.14,1.89
2024-05-24,Mumbai,1821,95133,724.0,2.28,2.36
2024-05-24,Delhi,854,94493,729.0,2.38,1.61
2024-05-24,Bangalore,1502,95041,714.0,3.17,1.08
2024-05-24,Chennai,883,94890,738.0,1.86,1.13
2024-05-24,Pune,1423,94725,710.0,3.47,1.74
2024-05-24,Hyderabad,1235,93737,690.0,2.34,2.4
2024-05-24,Ahmedabad,1492,94570,708.0,4.0,0.77
2024-05-24,Kolkata,1286,93616,745.0,4.27,2.43
2024-05-24,Jaipur,1535,93528,719.0,1.96,1.81
2024-05-24,Surat,1337,93174,693.0,3.62,1.87
2024-05-25,Mumbai,1351,92821,712.0,2.69,1.92
2024-05-25,Delhi,1409,92920,743.0,2.11,1.48
2024-05-25,Bangalore,669,92103,698.0,1.97,1.63
2024-05-25,Chennai,951,92098,696.0,2.43,1.08
2024-05-25,Pune,1062,92332,715.0,2.32,0.95
2024-05-25,Hyderabad,1091,92698,733.0,2.65,0.84
2024-05-25,Ahmedabad,1436,92684,733.0,3.8,1.63
2024-05-25,Kolkata,1514,92782,705.0,4.35,1.6
2024-05-25,Jaipur,731,92018,757.0,4.42,1.65
2024-05-25,Surat,1048,91226,712.0,1.76,2.05
2024-05-26,Mumbai,1251,91114,717.0,2.74,1.58
2024-05-26,Delhi,585,89884,674.0,2.87,2.02
2024-05-26,Bangalore,1403,89918,726.0,3.91,1.59
2024-05-26,Chennai,1370,90714,718.0,3.71,0.7
2024-05-26,Pune,1838,90816,739.0,1.78,2.0
2024-05-26,Hyderabad,1109,89931,715.0,1.93,2.25
2024-05-26,Ahmedabad,566,89264,722.0,1.98,1.4
2024-05-26,Kolkata,1213,88545,732.0,4.35,2.22
2024-05-26,Jaipur,678,88033,704.0,2.72,1.38
2024-05-26,Surat,740,86999,701.0,3.24,2.05
2024-05-27,Mumbai,985,87253,730.0,2.5,0.92
2024-05-27,Delhi,1704,87394,727.0,2.16,1.88
2024-05-27,Bangalore,1955,87932,713.0,4.32,1.72
2024-05-27,Chennai,1376,88637,724.0,1.97,0.83
2024-05-27,Pune,785,87622,727.0,4.46,2.07
2024-05-27,Hyderabad,923,86737,719.0,3.83,2.11
2024-05-27,Ahmedabad,1667,87436,724.0,3.7,1.2
2024-05-27,Kolkata,1075,87077,733.0,3.28,1.69
2024-05-27,Jaipur,844,86961,741.0,3.71,1.15
2024-05-27,Surat,1941,88044,720.0,4.08,1.09
2024-05-28,Mumbai,1672,88905,723.0,2.49,1.03
2024-05-28,Delhi,1553,88331,703.0,3.04,2.47
2024-05-28,Bangalore,1891,88425,741.0,1.6,2.13
2024-05-28,Chennai,777,87092,727.0,1.99,2.43
2024-05-28,Pune,1342,86458,717.0,1.53,2.34
2024-05-28,Hyderabad,1067,85641,712.0,3.77,2.23
2024-05-28,Ahmedabad,759,84805,733.0,3.57,1.9
2024-05-28,Kolkata,771,84763,757.0,3.11,1.0
2024-05-28,Jaipur,1956,85837,736.0,3.85,1.14
2024-05-28,Surat,1006,85152,704.0,4.06,2.02
2024-05-29,Mumbai,1884,86049,704.0,4.41,1.29
2024-05-29,Delhi,791,85452,712.0,2.45,1.65
2024-05-29,Bangalore,1050,85049,711.0,4.0,1.76
2024-05-29,Chennai,1268,85180,722.0,1.96,1.4
2024-05-29,Pune,1797,85278,729.0,2.03,2.09
2024-05-29,Hyderabad,690,84887,745.0,3.76,1.31
2024-05-29,Ahmedabad,1069,84400,762.0,4.11,1.89
2024-05-29,Kolkata,1255,84522,706.0,2.28,1.41
2024-05-29,Jaipur,1499,85112,778.0,2.36,1.15
2024-05-29,Surat,505,83735,728.0,2.75,2.24
2024-05-30,Mumbai,2000,85275,686.0,2.21,0.69
2024-05-30,Delhi,1438,85268,720.0,3.3,1.77
2024-05-30,Bangalore,1928,86246,724.0,3.62,1.22
2024-05-30,Chennai,629,85100,694.0,2.09,2.09
2024-05-30,Pune,1314,85678,705.0,4.48,0.94
2024-05-30,Hyderabad,1379,85278,746.0,4.44,2.15
2024-05-30,Ahmedabad,1513,85975,708.0,4.31,1.04
2024-05-30,Kolkata,1080,86093,742.0,4.5,1.18
2024-05-30,Jaipur,1683,87196,765.0,1.52,0.76
2024-05-30,Surat,1493,86947,705.0,1.63,2.08
2024-05-31,Mumbai,1897,87194,769.0,2.44,2.02
2024-05-31,Delhi,594,87206,720.0,1.8,0.7
2024-05-31,Bangalore,1441,88248,712.0,3.45,0.53
2024-05-31,Chennai,823,87888,748.0,3.45,1.38
2024-05-31,Pune,501,86229,694.0,3.35,2.48
2024-05-31,Hyderabad,1376,86888,724.0,2.47,0.9
2024-05-31,Ahmedabad,1910,86870,710.0,2.37,2.32
2024-05-31,Kolkata,1831,87826,730.0,2.82,1.1
2024-05-31,Jaipur,1061,88333,738.0,2.51,0.69
2024-05-31,Surat,1238,88743,739.0,3.03,1.0
2024-06-01,Mumbai,1261,88465,735.0,2.09,1.83
2024-06-01,Delhi,1828,89641,705.0,3.96,0.83
2024-06-01,Bangalore,1311,89442,712.0,2.75,1.75
2024-06-01,Chennai,1986,89821,730.0,1.77,1.9
2024-06-01,Pune,979,89625,730.0,4.25,1.36
2024-06-01,Hyderabad,686,88634,763.0,2.89,1.91
2024-06-01,Ahmedabad,502,88338,697.0,3.99,0.93
2024-06-01,Kolkata,659,88352,754.0,4.28,0.77
2024-06-01,Jaipur,963,87999,704.0,1.99,1.54
2024-06-01,Surat,1411,89019,717.0,3.66,0.52
2024-06-02,Mumbai,1924,90000,742.0,3.75,1.19
2024-06-02,Delhi,746,88553,707.0,3.58,2.48
2024-06-02,Bangalore,1364,88308,732.0,3.4,1.89
2024-06-02,Chennai,1478,89288,734.0,1.51,0.64
2024-06-02,Pune,1284,90025,771.0,4.38,0.68
2024-06-02,Hyderabad,709,90131,728.0,3.45,0.71
2024-06-02,Ahmedabad,1252,89402,745.0,1.81,2.26
2024-06-02,Kolkata,780,89087,767.0,2.78,1.27
2024-06-02,Jaipur,772,88307,743.0,4.1,1.78
2024-06-02,Surat,1886,89586,693.0,3.93,0.79
2024-06-03,Mumbai,1586,89814,718.0,2.71,1.63
2024-06-03,Delhi,1749,90027,719.0,2.44,1.8
2024-06-03,Bangalore,1401,90411,739.0,1.59,1.2
2024-06-03,Chennai,936,89803,679.0,2.61,1.76
2024-06-03,Pune,810,88550,680.0,3.5,2.34
2024-06-03,Hyderabad,1761,88734,754.0,2.06,1.87
2024-06-03,Ahmedabad,944,89124,711.0,1.81,0.67
2024-06-03,Kolkata,705,89167,703.0,2.21,0.78
2024-06-03,Jaipur,752,88457,716.0,3.63,1.68
2024-06-03,Surat,1286,88738,704.0,2.36,1.2
2024-06-04,Mumbai,1379,89205,720.0,3.58,1.13
2024-06-04,Delhi,786,89140,719.0,2.67,1.0
2024-06-04,Bangalore,1820,90450,718.0,1.8,0.67
2024-06-04,Chennai,1633,90619,682.0,3.43,1.7
2024-06-04,Pune,1976,91133,738.0,2.49,1.72
2024-06-04,Hyderabad,1914,92631,741.0,4.03,0.55
2024-06-04,Ahmedabad,1848,92480,718.0,2.29,2.25
2024-06-04,Kolkata,920,92023,725.0,3.61,1.54
2024-06-04,Jaipur,1543,92831,722.0,4.27,0.88
2024-06-04,Surat,1302,93182,757.0,1.94,1.09
2024-06-05,Mumbai,611,91921,709.0,1.66,2.07
2024-06-05,Delhi,990,91588,719.0,1.66,1.49
2024-06-05,Bangalore,730,91453,772.0,1.51,0.98
2024-06-05,Chennai,1806,91801,715.0,3.4,1.69
2024-06-05,Pune,1581,91365,689.0,1.55,2.28
2024-06-05,Hyderabad,524,89654,719.0,1.97,2.47
2024-06-05,Ahmedabad,1148,90171,753.0,3.44,0.76
2024-06-05,Kolkata,1664,90704,741.0,1.96,1.34
2024-06-05,Jaipur,1618,90706,716.0,3.8,1.87
2024-06-05,Surat,1464,90054,736.0,2.0,2.41
2024-06-06,Mumbai,649,90279,758.0,3.81,0.53
2024-06-06,Delhi,638,90472,668.0,3.36,0.53
2024-06-06,Bangalore,941,90934,689.0,4.42,0.58
2024-06-06,Chennai,623,89407,706.0,2.35,2.4
2024-06-06,Pune,1315,89431,712.0,2.48,1.51
2024-06-06,Hyderabad,1787,89581,705.0,1.88,1.93
2024-06-06,Ahmedabad,1350,89788,737.0,2.45,1.35
2024-06-06,Kolkata,1323,90577,750.0,4.48,0.66
2024-06-06,Jaipur,1598,90824,746.0,3.17,1.58
2024-06-06,Surat,812,90716,740.0,3.15,1.05
2024-06-07,Mumbai,1134,91333,723.0,2.36,0.66
2024-06-07,Delhi,916,90056,749.0,4.26,2.45
2024-06-07,Bangalore,818,89497,719.0,3.3,1.57
2024-06-07,Chennai,1300,89362,740.0,3.75,1.67
2024-06-07,Pune,1830,89615,712.0,4.5,1.86
2024-06-07,Hyderabad,635,89277,710.0,2.21,1.12
2024-06-07,Ahmedabad,1395,88989,683.0,4.05,1.96
2024-06-07,Kolkata,988,89476,727.0,4.39,0.62
2024-06-07,Jaipur,676,88083,726.0,3.93,2.35
2024-06-07,Surat,737,87616,699.0,3.97,1.41
2024-06-08,Mumbai,1746,88936,690.0,2.66,0.61
2024-06-08,Delhi,1864,89125,714.0,3.75,1.98
2024-06-08,Bangalore,859,89367,720.0,2.09,0.74
2024-06-08,Chennai,1949,90718,723.0,1.63,0.77
2024-06-08,Pune,523,90516,719.0,3.65,0.83
2024-06-08,Hyderabad,1210,90385,734.0,3.48,1.55
2024-06-08,Ahmedabad,1976,91535,714.0,2.83,1.02
2024-06-08,Kolkata,1261,92167,730.0,4.24,0.75
2024-06-08,Jaipur,1050,91455,706.0,2.08,1.97
2024-06-08,Surat,741,90364,723.0,2.21,2.04
2024-06-09,Mumbai,560,89919,724.0,4.2,1.17
2024-06-09,Delhi,1379,90426,716.0,2.03,1.04
2024-06-09,Bangalore,630,90159,724.0,1.66,1.03
2024-06-09,Chennai,1680,90338,689.0,4.34,1.76
2024-06-09,Pune,1516,90654,716.0,1.82,1.41
2024-06-09,Hyderabad,1237,91397,675.0,1.6,0.61
2024-06-09,Ahmedabad,1660,92374,699.0,3.39,0.83
2024-06-09,Kolkata,822,92303,718.0,3.88,1.01
2024-06-09,Jaipur,710,90936,722.0,3.95,2.29
2024-06-09,Surat,1880,91137,712.0,2.82,1.95
2024-06-10,Mumbai,967,90370,698.0,4.49,1.98
2024-06-10,Delhi,505,90369,705.0,2.38,0.59
2024-06-10,Bangalore,525,90026,741.0,4.29,0.99
2024-06-10,Chennai,1466,90458,713.0,4.31,1.23
2024-06-10,Pune,807,90529,759.0,2.55,0.86
2024-06-10,Hyderabad,572,89675,734.0,3.32,1.61
2024-06-10,Ahmedabad,1962,89956,741.0,2.42,1.98
2024-06-10,Kolkata,1358,90526,703.0,4.14,0.95
2024-06-10,Jaipur,1008,90378,724.0,3.06,1.33
2024-06-10,Surat,1975,91419,698.0,2.29,1.14
2024-06-11,Mumbai,659,90634,714.0,2.9,1.64
2024-06-11,Delhi,744,90051,702.0,2.93,1.5
2024-06-11,Bangalore,607,89915,730.0,4.23,0.86
2024-06-11,Chennai,1556,89333,715.0,1.56,2.46
2024-06-11,Pune,1321,90149,708.0,3.29,0.64
2024-06-11,Hyderabad,1452,89660,724.0,4.1,2.23
2024-06-11,Ahmedabad,1136,89816,711.0,4.37,1.15
2024-06-11,Kolkata,1632,90259,763.0,3.74,1.41
2024-06-11,Jaipur,1255,90762,707.0,3.78,0.9
2024-06-11,Surat,1654,90620,692.0,1.56,2.07
2024-06-12,Mumbai,1775,91615,722.0,2.46,0.99
2024-06-12,Delhi,1254,91388,715.0,3.98,1.68
2024-06-12,Bangalore,1510,90692,717.0,3.22,2.5
2024-06-12,Chennai,900,89855,703.0,4.25,1.96
2024-06-12,Pune,1619,89737,714.0,2.11,2.02
2024-06-12,Hyderabad,1002,90070,717.0,2.99,0.8
2024-06-12,Ahmedabad,1339,90981,743.0,1.72,0.55
2024-06-12,Kolkata,1609,91584,742.0,3.78,1.19
2024-06-12,Jaipur,1920,91534,700.0,3.21,2.25
2024-06-12,Surat,1186,92318,755.0,3.8,0.5
2024-06-13,Mumbai,1846,93125,736.0,1.75,1.25
2024-06-13,Delhi,1989,94175,745.0,4.26,1.12
2024-06-13,Bangalore,920,93672,741.0,4.15,1.56
2024-06-13,Chennai,987,93453,703.0,2.23,1.34
2024-06-13,Pune,622,91821,724.0,3.48,2.45
2024-06-13,Hyderabad,791,90885,735.0,4.24,1.92
2024-06-13,Ahmedabad,690,91075,668.0,3.4,0.59
2024-06-13,Kolkata,974,90008,743.0,3.16,2.29
2024-06-13,Jaipur,1564,90456,710.0,4.31,1.33
2024-06-13,Surat,1262,90499,683.0,2.48,1.42
2024-06-14,Mumbai,673,89728,711.0,1.8,1.66
2024-06-14,Delhi,1535,90651,747.0,1.8,0.77
2024-06-14,Bangalore,1307,91434,707.0,3.21,0.65
2024-06-14,Chennai,1662,92607,718.0,2.98,0.62
2024-06-14,Pune,1856,92307,702.0,3.28,2.43
2024-06-14,Hyderabad,984,92341,732.0,2.02,1.08
2024-06-14,Ahmedabad,1145,91371,701.0,3.34,2.35
2024-06-14,Kolkata,1304,91003,742.0,4.15,1.9
2024-06-14,Jaipur,1168,91195,692.0,4.16,1.14
2024-06-14,Surat,1056,91421,719.0,2.58,0.97
2024-06-15,Mumbai,915,91703,702.0,2.39,0.77
2024-06-15,Delhi,1697,92826,743.0,3.43,0.72
2024-06-15,Bangalore,716,92809,716.0,2.42,0.83
2024-06-15,Chennai,1454,93289,719.0,3.85,1.13
2024-06-15,Pune,747,92608,724.0,2.38,1.57
2024-06-15,Hyderabad,925,92279,742.0,3.08,1.4
2024-06-15,Ahmedabad,1448,92849,710.0,2.66,1.03
2024-06-15,Kolkata,745,92999,738.0,3.12,0.68
2024-06-15,Jaipur,1905,93969,724.0,2.12,1.11
2024-06-15,Surat,1943,94230,739.0,1.77,1.89
2024-06-16,Mumbai,582,93992,731.0,2.99,0.93
2024-06-16,Delhi,1171,94473,733.0,3.52,0.8
2024-06-16,Bangalore,1956,95586,726.0,3.93,1.0
2024-06-16,Chennai,1228,95641,701.0,1.69,1.29
2024-06-16,Pune,600,94498,707.0,2.28,1.85
2024-06-16,Hyderabad,1032,93560,713.0,3.82,2.14
2024-06-16,Ahmedabad,856,93934,745.0,3.82,0.56
2024-06-16,Kolkata,1328,93254,698.0,3.95,2.21
2024-06-16,Jaipur,1638,93113,725.0,2.34,2.0
2024-06-16,Surat,1011,93533,740.0,1.95,0.69
2024-06-17,Mumbai,708,92332,701.0,4.23,2.11
2024-06-17,Delhi,786,92471,720.0,2.83,0.74
2024-06-17,Bangalore,626,91131,728.0,4.07,2.16
2024-06-17,Chennai,955,91441,734.0,4.15,0.76
2024-06-17,Pune,1320,91690,716.0,2.75,1.24
2024-06-17,Hyderabad,1790,91393,728.0,3.34,2.38
2024-06-17,Ahmedabad,672,90578,683.0,2.34,1.66
2024-06-17,Kolkata,1030,89545,733.0,2.59,2.33
2024-06-17,Jaipur,653,89745,731.0,3.08,0.54
2024-06-17,Surat,632,89605,700.0,3.82,0.9
2024-06-18,Mumbai,1822,90302,716.0,2.22,1.39
2024-06-18,Delhi,763,90487,704.0,3.11,0.68
2024-06-18,Bangalore,1179,91052,671.0,2.45,0.75
2024-06-18,Chennai,1444,92022,689.0,3.68,0.6
2024-06-18,Pune,1675,92525,691.0,3.14,1.37
2024-06-18,Hyderabad,1983,93416,718.0,3.29,1.29
2024-06-18,Ahmedabad,560,92823,704.0,2.22,1.27
2024-06-18,Kolkata,1373,93480,704.0,2.31,0.85
2024-06-18,Jaipur,939,92301,731.0,2.46,2.32
2024-06-18,Surat,1063,92441,713.0,2.55,1.06
2024-06-19,Mumbai,804,92787,766.0,3.71,0.57
2024-06-19,Delhi,1768,93037,735.0,2.5,1.73
2024-06-19,Bangalore,1825,93941,697.0,3.87,1.09
2024-06-19,Chennai,1343,93224,717.0,1.82,2.27
2024-06-19,Pune,1481,94202,701.0,2.86,0.62
2024-06-19,Hyderabad,1072,94137,723.0,2.34,1.27
2024-06-19,Ahmedabad,1358,94718,747.0,4.17,0.9
2024-06-19,Kolkata,1576,95429,741.0,4.13,1.0
2024-06-19,Jaipur,1613,95131,706.0,3.11,2.09
2024-06-19,Surat,1283,94516,689.0,2.6,2.06
2024-06-20,Mumbai,1235,94462,726.0,1.85,1.46
2024-06-20,Delhi,1492,94909,728.0,4.3,1.19
2024-06-20,Bangalore,1658,95224,754.0,2.1,1.5
2024-06-20,Chennai,1295,95595,723.0,3.15,1.04
2024-06-20,Pune,553,95090,752.0,3.31,1.14
2024-06-20,Hyderabad,948,95555,717.0,1.78,0.56
2024-06-20,Ahmedabad,1075,96097,760.0,3.65,0.62
2024-06-20,Kolkata,1466,96141,763.0,2.47,1.56
2024-06-20,Jaipur,1696,95522,727.0,1.62,2.5
2024-06-20,Surat,826,95721,740.0,3.62,0.7
2024-06-21,Mumbai,1845,96749,726.0,2.64,0.98
2024-06-21,Delhi,1592,96360,732.0,3.27,2.13
2024-06-21,Bangalore,614,95052,727.0,3.0,2.03
2024-06-21,Chennai,949,94481,697.0,1.58,1.65
2024-06-21,Pune,1295,94700,700.0,2.67,1.21
2024-06-21,Hyderabad,855,94793,708.0,2.23,0.85
2024-06-21,Ahmedabad,1713,95517,730.0,3.72,1.14
2024-06-21,Kolkata,1928,96383,737.0,2.58,1.22
2024-06-21,Jaipur,1711,97647,732.0,3.12,0.56
2024-06-21,Surat,1934,98506,749.0,2.34,1.2
2024-06-22,Mumbai,1662,98679,732.0,4.48,1.63
2024-06-22,Delhi,1653,98053,686.0,1.77,2.4
2024-06-22,Bangalore,1508,98087,768.0,3.97,1.58
2024-06-22,Chennai,859,97539,707.0,3.57,1.48
2024-06-22,Pune,684,97662,722.0,2.8,0.61
2024-06-22,Hyderabad,1732,98569,748.0,3.36,0.94
2024-06-22,Ahmedabad,1578,98794,722.0,3.32,1.46
2024-06-22,Kolkata,1179,97727,738.0,2.51,2.34
2024-06-22,Jaipur,912,96622,754.0,3.76,2.11
2024-06-22,Surat,1197,96013,746.0,3.22,1.93
2024-06-23,Mumbai,1162,96668,727.0,2.39,0.62
2024-06-23,Delhi,802,95895,694.0,1.76,1.67
2024-06-23,Bangalore,790,94762,719.0,3.78,2.05
2024-06-23,Chennai,1577,94317,718.0,1.79,2.22
2024-06-23,Pune,648,93823,750.0,1.72,1.25
2024-06-23,Hyderabad,1856,94565,724.0,1.91,1.29
2024-06-23,Ahmedabad,706,94199,733.0,4.1,1.17
2024-06-23,Kolkata,1160,94692,676.0,3.13,0.77
2024-06-23,Jaipur,822,93697,745.0,4.13,1.96
2024-06-23,Surat,1394,93212,743.0,3.83,2.08
2024-06-24,Mumbai,1497,93137,707.0,4.42,1.8
2024-06-24,Delhi,856,92255,737.0,4.11,1.91
2024-06-24,Bangalore,1650,92251,707.0,3.51,1.89
2024-06-24,Chennai,1756,92187,734.0,4.41,2.07
2024-06-24,Pune,957,91507,740.0,1.8,1.83
2024-06-24,Hyderabad,859,91262,731.0,3.68,1.26
2024-06-24,Ahmedabad,1910,92278,752.0,3.14,1.09
2024-06-24,Kolkata,863,91381,727.0,4.29,1.96
2024-06-24,Jaipur,1937,91229,706.0,4.3,2.4
2024-06-24,Surat,1301,90590,727.0,1.96,2.2
2024-06-25,Mumbai,1662,91854,708.0,4.5,0.56
2024-06-25,Delhi,1733,92635,729.0,2.5,1.14
2024-06-25,Bangalore,1752,93608,655.0,1.81,0.94
2024-06-25,Chennai,1658,94691,712.0,2.98,0.71
2024-06-25,Pune,1516,95548,727.0,4.37,0.78
2024-06-25,Hyderabad,659,95311,712.0,3.92,0.98
2024-06-25,Ahmedabad,1154,95730,720.0,3.54,0.84
2024-06-25,Kolkata,681,94396,709.0,3.96,2.14
2024-06-25,Jaipur,1872,94688,726.0,2.98,1.78
2024-06-25,Surat,1187,94619,721.0,3.3,1.39
2024-06-26,Mumbai,1043,94874,706.0,3.55,0.92
2024-06-26,Delhi,1919,96293,697.0,3.3,0.64
2024-06-26,Bangalore,1025,95376,703.0,2.53,2.07
2024-06-26,Chennai,1975,96976,714.0,1.63,0.5
2024-06-26,Pune,1290,97001,685.0,2.64,1.38
2024-06-26,Hyderabad,1359,96067,736.0,3.23,2.44
2024-06-26,Ahmedabad,1347,96059,755.0,2.97,1.49
2024-06-26,Kolkata,1275,96248,752.0,2.96,1.2
2024-06-26,Jaipur,1268,96907,717.0,3.11,0.7
2024-06-26,Surat,1481,96454,746.0,4.46,2.08
2024-06-27,Mumbai,1683,96516,731.0,2.92,1.8
2024-06-27,Delhi,1907,97608,704.0,3.99,0.95
2024-06-27,Bangalore,1424,98477,687.0,2.12,0.65
2024-06-27,Chennai,568,98003,704.0,4.12,1.09
2024-06-27,Pune,1152,98214,712.0,3.64,1.02
2024-06-27,Hyderabad,714,98330,724.0,1.61,0.65
2024-06-27,Ahmedabad,848,96986,727.0,2.89,2.28
2024-06-27,Kolkata,829,95955,695.0,4.02,1.96
2024-06-27,Jaipur,1620,95374,728.0,4.07,2.38
2024-06-27,Surat,690,94980,722.0,2.52,1.18
2024-06-28,Mumbai,1756,94686,722.0,4.41,2.29
2024-06-28,Delhi,1942,96200,721.0,1.54,0.56
2024-06-28,Bangalore,1838,97339,670.0,4.26,0.83
2024-06-28,Chennai,1389,98010,736.0,2.72,0.81
2024-06-28,Pune,707,97616,753.0,1.56,1.16
2024-06-28,Hyderabad,889,97267,736.0,3.27,1.32
2024-06-28,Ahmedabad,1634,97098,771.0,1.73,1.94
2024-06-28,Kolkata,1994,97665,730.0,1.67,1.58
2024-06-28,Jaipur,1852,98578,724.0,2.57,1.06
2024-06-28,Surat,986,98936,716.0,2.8,0.69
2024-06-29,Mumbai,1304,98712,750.0,2.28,1.64
2024-06-29,Delhi,1505,99502,704.0,1.71,0.81
2024-06-29,Bangalore,1238,100302,749.0,4.24,0.51
2024-06-29,Chennai,679,99926,705.0,1.65,1.09
2024-06-29,Pune,1855,100133,725.0,2.61,1.75
2024-06-29,Hyderabad,1483,100796,730.0,2.63,0.9
2024-06-29,Ahmedabad,552,100457,706.0,1.94,0.91
2024-06-29,Kolkata,1807,101274,725.0,4.04,1.08
2024-06-29,Jaipur,667,100512,733.0,2.18,1.45
2024-06-29,Surat,736,100166,703.0,1.76,1.12
2024-06-30,Mumbai,1314,100136,703.0,3.16,1.44
2024-06-30,Delhi,1853,101058,766.0,2.72,1.03
2024-06-30,Bangalore,1814,101366,736.0,3.96,1.59
2024-06-30,Chennai,878,101033,736.0,3.07,1.24
2024-06-30,Pune,1281,101132,711.0,1.59,1.24
2024-06-30,Hyderabad,1412,102025,728.0,3.44,0.59
2024-06-30,Ahmedabad,1400,102043,722.0,3.66,1.43
2024-06-30,Kolkata,963,100840,701.0,2.72,2.17
2024-06-30,Jaipur,1655,101957,778.0,3.36,0.62
2024-06-30,Surat,1926,102117,730.0,4.19,1.83
2024-07-01,Mumbai,675,100983,729.0,3.53,1.84
2024-07-01,Delhi,1608,101338,731.0,3.36,1.33
2024-07-01,Bangalore,1707,102171,702.0,4.05,0.96
2024-07-01,Chennai,624,100601,777.0,4.05,2.18
2024-07-01,Pune,1570,100912,712.0,3.89,1.34
2024-07-01,Hyderabad,1596,100704,712.0,3.86,1.87
2024-07-01,Ahmedabad,1472,100600,731.0,2.94,1.65
2024-07-01,Kolkata,982,100175,711.0,2.91,1.45
2024-07-01,Jaipur,661,99581,720.0,1.91,1.29
2024-07-01,Surat,1962,101084,727.0,2.34,0.57
2024-07-02,Mumbai,1669,100547,726.0,2.29,2.3
2024-07-02,Delhi,1670,100444,718.0,2.79,1.86
2024-07-02,Bangalore,1770,101514,703.0,3.6,0.79
2024-07-02,Chennai,1419,102153,739.0,2.12,0.85
2024-07-02,Pune,842,100544,748.0,4.02,2.44
